Order,Win,Layout,Turn - 0,Turn - 1,Turn - 2,Turn - 3,Turn - 4,Turn - 5,Turn - 6,Turn - 7,Turn - 8,Turn - 9,Turn - 10,Turn - 11
4718,1,"5, 8, 4, 7, 3, 5, 8, 6, 7, 3, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 6, 7","4, 6 - 3, 6, 7","4 - 3, 6, 7","4 - 3, 6",4 - 6," - 6"
4719,2,"5, 8, 4, 7, 3, 5, 8, 6, 7, 6, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 6, 7","4, 6 - 3, 6, 7","4 - 3, 6, 7","4 - 3, 6",4 - 3,"4 - "
4720,1,"5, 8, 4, 7, 3, 6, 8, 4, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 5, 7","4, 6 - 3, 5, 7","6 - 3, 5, 7","6 - 3, 7"," - 3, 7"
4721,1,"5, 8, 4, 7, 3, 6, 8, 4, 7, 3, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 5, 7","4, 6 - 3, 5, 7","6 - 3, 5, 7","6 - 3, 5",6 - 5," - 5"
4722,1,"5, 8, 4, 7, 3, 6, 8, 4, 7, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 5, 7","4, 6 - 3, 5, 7","6 - 3, 5, 7","6 - 3, 5",6 - 3," - 3"
4723,1,"5, 8, 4, 7, 3, 6, 8, 6, 7, 3, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 5, 7","4, 6 - 3, 5, 7","4 - 3, 5, 7","4 - 3, 5",4 - 5," - 5"
4724,2,"5, 8, 4, 7, 3, 6, 8, 6, 7, 5, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 5, 7","4, 6 - 3, 5, 7","4 - 3, 5, 7","4 - 3, 5",4 - 3,"4 - "
4725,1,"5, 8, 4, 7, 3, 7, 8, 4, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 5, 6","4, 6 - 3, 5, 6","6 - 3, 5, 6","6 - 3, 6"," - 3, 6"
4726,1,"5, 8, 4, 7, 3, 7, 8, 4, 6, 3, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 5, 6","4, 6 - 3, 5, 6","6 - 3, 5, 6","6 - 3, 5",6 - 5," - 5"
4727,1,"5, 8, 4, 7, 3, 7, 8, 4, 6, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 5, 6","4, 6 - 3, 5, 6","6 - 3, 5, 6","6 - 3, 5",6 - 3," - 3"
4728,1,"5, 8, 4, 7, 3, 7, 8, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 5, 6, 7","4, 6, 8 - 3, 5, 6","4, 6 - 3, 5, 6","4 - 3, 5, 6"," - 3, 5, 6"
4729,1,"5, 8, 4, 7, 4, 5, 6, 7, 8, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 6, 7","3, 8 - 3, 6, 7","3, 8 - 3, 6","3 - 3, 6"," - 3, 6"
4730,1,"5, 8, 4, 7, 4, 5, 8, 3, 6, 3, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 6, 7","3, 6 - 3, 6, 7","6 - 3, 6, 7","6 - 3, 7",6 - 7," - 7"
4731,2,"5, 8, 4, 7, 4, 5, 8, 3, 6, 7, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 6, 7","3, 6 - 3, 6, 7","6 - 3, 6, 7","6 - 3, 7",6 - 3,"6 - "
4732,1,"5, 8, 4, 7, 4, 5, 8, 3, 7, 3, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 6, 7","3, 6 - 3, 6, 7","6 - 3, 6, 7","6 - 3, 6",6 - 6," - 6"
4733,2,"5, 8, 4, 7, 4, 5, 8, 3, 7, 6, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 6, 7","3, 6 - 3, 6, 7","6 - 3, 6, 7","6 - 3, 6",6 - 3,"6 - "
4734,2,"5, 8, 4, 7, 4, 5, 8, 6, 7, 3, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 6, 7","3, 6 - 3, 6, 7","3 - 3, 6, 7","3 - 3, 6",3 - 6,"3 - "
4735,2,"5, 8, 4, 7, 4, 5, 8, 6, 7, 6, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 6, 7","3, 6 - 3, 6, 7","3 - 3, 6, 7","3 - 3, 6",3 - 3,"3 - "
4736,1,"5, 8, 4, 7, 4, 6, 8, 3, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 7","3, 6 - 3, 5, 7","6 - 3, 5, 7","6 - 3, 7"," - 3, 7"
4737,1,"5, 8, 4, 7, 4, 6, 8, 3, 7, 3, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 7","3, 6 - 3, 5, 7","6 - 3, 5, 7","6 - 3, 5",6 - 5," - 5"
4738,1,"5, 8, 4, 7, 4, 6, 8, 3, 7, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 7","3, 6 - 3, 5, 7","6 - 3, 5, 7","6 - 3, 5",6 - 3," - 3"
4739,2,"5, 8, 4, 7, 4, 6, 8, 6, 7, 3, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 7","3, 6 - 3, 5, 7","3 - 3, 5, 7","3 - 3, 5",3 - 5,"3 - "
4740,2,"5, 8, 4, 7, 4, 6, 8, 6, 7, 5, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 7","3, 6 - 3, 5, 7","3 - 3, 5, 7","3 - 3, 5",3 - 3,"3 - "
4741,1,"5, 8, 4, 7, 4, 7, 8, 3, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 6","3, 6 - 3, 5, 6","6 - 3, 5, 6","6 - 3, 6"," - 3, 6"
4742,1,"5, 8, 4, 7, 4, 7, 8, 3, 6, 3, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 6","3, 6 - 3, 5, 6","6 - 3, 5, 6","6 - 3, 5",6 - 5," - 5"
4743,1,"5, 8, 4, 7, 4, 7, 8, 3, 6, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 6","3, 6 - 3, 5, 6","6 - 3, 5, 6","6 - 3, 5",6 - 3," - 3"
4744,1,"5, 8, 4, 7, 4, 7, 8, 6, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 6, 7","3, 6, 8 - 3, 5, 6","3, 6 - 3, 5, 6","3 - 3, 5, 6"," - 3, 5, 6"
4745,1,"5, 8, 4, 7, 6, 7, 8, 3, 5, 3, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 8 - 3, 5, 6, 7","3, 4, 8 - 3, 5, 6","3, 4 - 3, 5, 6","4 - 3, 5, 6","4 - 3, 6",4 - 6," - 6"
4746,2,"5, 8, 4, 7, 6, 7, 8, 3, 5, 6, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 8 - 3, 5, 6, 7","3, 4, 8 - 3, 5, 6","3, 4 - 3, 5, 6","4 - 3, 5, 6","4 - 3, 6",4 - 3,"4 - "
4747,1,"5, 8, 4, 7, 6, 7, 8, 3, 6, 3, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 8 - 3, 5, 6, 7","3, 4, 8 - 3, 5, 6","3, 4 - 3, 5, 6","4 - 3, 5, 6","4 - 3, 5",4 - 5," - 5"
4748,2,"5, 8, 4, 7, 6, 7, 8, 3, 6, 5, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 8 - 3, 5, 6, 7","3, 4, 8 - 3, 5, 6","3, 4 - 3, 5, 6","4 - 3, 5, 6","4 - 3, 5",4 - 3,"4 - "
4749,2,"5, 8, 4, 7, 6, 7, 8, 4, 5, 3, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 8 - 3, 5, 6, 7","3, 4, 8 - 3, 5, 6","3, 4 - 3, 5, 6","3 - 3, 5, 6","3 - 3, 6",3 - 6,"3 - "
4750,2,"5, 8, 4, 7, 6, 7, 8, 4, 5, 6, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 8 - 3, 5, 6, 7","3, 4, 8 - 3, 5, 6","3, 4 - 3, 5, 6","3 - 3, 5, 6","3 - 3, 6",3 - 3,"3 - "
4751,2,"5, 8, 4, 7, 6, 7, 8, 4, 6, 3, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 8 - 3, 5, 6, 7","3, 4, 8 - 3, 5, 6","3, 4 - 3, 5, 6","3 - 3, 5, 6","3 - 3, 5",3 - 5,"3 - "
4752,2,"5, 8, 4, 7, 6, 7, 8, 4, 6, 5, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 8 - 3, 5, 6, 7","3, 4, 8 - 3, 5, 6","3, 4 - 3, 5, 6","3 - 3, 5, 6","3 - 3, 5",3 - 3,"3 - "
4753,1,"5, 8, 4, 7, 8, 3, 5, 6, 7, 3, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6, 7","4, 6 - 3, 6, 7","4 - 3, 6, 7","4 - 3, 6",4 - 6," - 6"
4754,2,"5, 8, 4, 7, 8, 3, 5, 6, 7, 6, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6, 7","4, 6 - 3, 6, 7","4 - 3, 6, 7","4 - 3, 6",4 - 3,"4 - "
4755,1,"5, 8, 4, 7, 8, 3, 6, 3, 4, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 7","4, 6 - 5, 7","6 - 5, 7",6 - 7," - 7"
4756,2,"5, 8, 4, 7, 8, 3, 6, 3, 4, 7, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 7","4, 6 - 5, 7","6 - 5, 7",6 - 5,"6 - "
4757,2,"5, 8, 4, 7, 8, 3, 6, 3, 6, 7, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 7","4, 6 - 5, 7","4 - 5, 7",4 - 5,"4 - "
4758,2,"5, 8, 4, 7, 8, 3, 6, 5, 6, 7, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 7","4, 6 - 3, 7","4 - 3, 7",4 - 3,"4 - "
4759,2,"5, 8, 4, 7, 8, 3, 6, 7, 3, 4, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 7","4, 6 - 3, 5","4, 6 - 5",6 - 5,"6 - "
4760,1,"5, 8, 4, 7, 8, 3, 6, 7, 3, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 7","4, 6 - 3, 5","4, 6 - 5",4 - 5," - 5"
4761,1,"5, 8, 4, 7, 8, 3, 6, 7, 5, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 7","4, 6 - 3, 5","4, 6 - 3",4 - 3," - 3"
4762,1,"5, 8, 4, 7, 8, 3, 7, 3, 4, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6","4, 6 - 5, 6","6 - 5, 6",6 - 6," - 6"
4763,2,"5, 8, 4, 7, 8, 3, 7, 3, 4, 6, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6","4, 6 - 5, 6","6 - 5, 6",6 - 5,"6 - "
4764,1,"5, 8, 4, 7, 8, 3, 7, 3, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6","4, 6 - 5, 6","4 - 5, 6"," - 5, 6"
4765,1,"5, 8, 4, 7, 8, 3, 7, 5, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6","4, 6 - 3, 6","4 - 3, 6"," - 3, 6"
4766,2,"5, 8, 4, 7, 8, 3, 7, 6, 3, 4, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6","4, 6 - 3, 5","4, 6 - 5",6 - 5,"6 - "
4767,1,"5, 8, 4, 7, 8, 3, 7, 6, 3, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7, 8","3, 4, 6, 7, 8 - 3, 4, 5, 6, 7","3, 4, 6, 7, 8 - 3, 5, 6, 7","3, 4, 6, 8 - 3, 5, 6, 7","3, 4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6, 7","4, 6 - 3, 5, 6","4, 6 - 3, 5","4, 6 - 5",4 - 5," - 5"
